id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
1968;São Paulo;Cassia Moraes;Tenis Fila;Geraldine Hooks;feminino;credito
1969;São Paulo;Cassia Moraes;Tenis NB;Mildred Garland;feminino;credito
1970;Lajeado;Juliano Faccioni;Tenis Fila;Justin Tafolla;masculino;credito
1971;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Margaret Johnson;feminino;credito
1972;São Paulo;Cassia Moraes;Tenis Adidas;Helen Braden;feminino;pix
1973;São Paulo;Cassia Moraes;Tenis NB;Elena Mckinnis;feminino;credito
1974;Caxias do Sul;Mateus Kienzle;Tenis NB;Charles Holland;masculino;credito
1975;São Paulo;Claudio Bueno;Tenis Adidas;Herbert Ames;masculino;credito
1976;Porto Alegre;Luiza Cherobini;Tenis NB;Peggy Thomas;feminino;credito
1977;Canoas;Luis Fernando;Tenis Fila;Edwin Doll;masculino;credito
1978;Porto Alegre;Rodrigo Tadewald;Tenis NB;Germaine Rickman;feminino;credito
1979;São Paulo;Claudio Bueno;Tenis NB;Roman Hill;masculino;credito
1980;Lajeado;Adriano Soares;Tenis Adidas;Mark Warden;masculino;credito
1981;Florianópolis;Claudia dos Santos;Tenis NB;Elvira Murrell;feminino;credito
1982;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Richard Morgan;masculino;pix
1983;Canoas;Luis Fernando;Tenis Fila;Anita Olson;feminino;credito
1984;Porto Alegre;Rodrigo Tadewald;Tenis NB;Catherine Galicia;feminino;boleto
1985;Lajeado;Adriano Soares;Tenis Adidas;James Zaragoza;masculino;credito
1986;Caxias do Sul;Mateus Kienzle;Tenis Fila;Frank Galindo;masculino;credito
1987;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;William Irvin;masculino;credito
1988;Florianópolis;Claudia dos Santos;Tenis Adidas;Robert Hartman;masculino;credito
1989;Canoas;Luis Fernando;Tenis Adidas;Donald Robinson;masculino;pix
1990;Florianópolis;Mario Sérgio;Tenis NB;Jennie Bonner;feminino;boleto
1991;Canoas;Carlos Henrique;Tenis Adidas;Charles Mclucas;masculino;boleto
1992;Canoas;Carlos Henrique;Tenis NB;Jennifer Acevedo;feminino;credito
1993;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Jermaine Aguilar;masculino;credito
1994;Canoas;Luis Fernando;Tenis Fila;Pauline Williams;feminino;credito
1995;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Maria Solomon;feminino;credito
1996;Lajeado;Juliano Faccioni;Tenis NB;Martha Atwood;feminino;credito
1997;Lajeado;Adriano Soares;Tenis Adidas;Bruce Nerad;masculino;credito
1998;Lajeado;Adriano Soares;Tenis Nike;Ruby Rezac;feminino;boleto
1999;Canoas;Luis Fernando;Tenis Adidas;Lynn Catt;feminino;pix
